표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
KR7072990005,72990,에이치시티,에이치시티,HCT,2016.10.17,KOSDAQ,주권,중견기업부,보통주,500,6995611
KR7036640001,36640,에이치알에스,HRS,"HRS Co., Ltd",2000.5.30,KOSDAQ,주권,중견기업부,보통주,500,16354800
KR7227100005,227100,에이치앤비디자인,에이치앤비디자인,H&B Design,2018.11.15,KOSDAQ,주권,벤처기업부,보통주,500,4874399
KR7082740002,82740,에이치에스디엔진보통주,HSD엔진,HSD Engine,2011.1.4,KOSPI,주권,,보통주,1000,46721246
KR7044990000,44990,에이치엔에스하이텍,에이치엔에스하이텍,H&S,2015.12.10,KONEX,주권,일반기업부,보통주,500,7511064
KR7176440006,176440,에이치엔티일렉트로닉스,에이치엔티,HNT Electronics Company Ltd.,2016.11.28,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,100,85739345
KR7028300002,28300,에이치엘비,에이치엘비,HLB INC.,1996.7.27,KOSDAQ,주권,중견기업부,보통주,500,106610064
KR7067630004,67630,에이치엘비생명과학,에이치엘비생명과학,"HLB Life Science CO.,LTD.",2008.11.25,KOSDAQ,주권,중견기업부,보통주,500,95498081
KR7047920004,47920,에이치엘비제약,에이치엘비제약,"HLB PHARMACEUTICAL CO., LTD.",2015.12.21,KOSDAQ,주권,기술성장기업부,보통주,500,25906217
KR7043220003,43220,에이치엘비파워,에이치엘비파워,"HLB POWER Co., Ltd.",2001.7.3,KOSDAQ,주권,중견기업부,보통주,500,91115377
KR7239610009,239610,에이치엘사이언스,에이치엘사이언스,"HLSCIENCE Co., LTD",2016.10.28,KOSDAQ,주권,우량기업부,보통주,500,5392115
KR7353070006,353070,에이치엠씨아이비제4호기업인수목적,에이치엠씨제4호스팩,HMCIB No.4 Special Purpose Acquisition Company,2020.7.29,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4310000
KR7353060007,353060,에이치엠씨아이비제5호기업인수목적,에이치엠씨제5호스팩,HMCIB No.5 Special Purpose Acquisition Company,2020.12.16,KOSDAQ,주권,SPAC(소속부없음),보통주,100,5115000
KR7011200003,11200,에이치엠엠보통주,HMM,HMM,1995.10.5,KOSPI,주권,,보통주,5000,405392487
KR7044780005,44780,에이치케이,에이치케이,"HK CO., LTD.",2000.9.7,KOSDAQ,주권,벤처기업부,보통주,500,18505787
KR7195940002,195940,에이치케이이노엔,HK이노엔,HK inno.N Corporation,2021.8.9,KOSDAQ,주권,중견기업부,보통주,500,28904499
KR7357230002,357230,에이치피오,에이치피오,"H.PIO Co.,Ltd",2021.5.14,KOSDAQ,주권,중견기업부,보통주,500,19938160
KR7071670004,71670,에이테크솔루션,에이테크솔루션,"A-Tech Solution CO., LTD.",2009.4.17,KOSDAQ,주권,중견기업부,보통주,500,10000000
KR7045660008,45660,에이텍,에이텍,"ATEC CO.,Ltd",2001.5.24,KOSDAQ,주권,우량기업부,보통주,500,8260000
KR7224110007,224110,에이텍티앤,에이텍티앤,"ATEC T& CO.,LTD.",2015.8.25,KOSDAQ,주권,벤처기업부,보통주,500,5340000
KR7230980005,230980,에이트원,에이트원,"AIIT ONE Co., Ltd.",2016.3.2,KOSDAQ,주권,벤처기업부,보통주,100,59116184
KR7021080007,21080,에이티넘인베스트먼트,에이티넘인베스트,"Atinum Investment Co., Ltd",1991.7.12,KOSDAQ,주권,벤처기업부,보통주,500,48000000
KR7089530000,89530,에이티세미콘,에이티세미콘,"AT semicon Co., Ltd.",2011.11.11,KOSDAQ,주권,중견기업부,보통주,500,30962842
KR7200470003,200470,에이팩트,에이팩트,"APACT Co., Ltd.",2014.12.26,KOSDAQ,주권,중견기업부,보통주,500,17553680
KR7207490004,207490,에이펙스인텍,에이펙스인텍,APEX INTEC,2018.11.28,KONEX,주권,일반기업부,보통주,500,3600000
KR7262260003,262260,에이프로,에이프로,"A PRO Co., LTD",2020.7.16,KOSDAQ,주권,우량기업부,보통주,500,6880626
KR7007460009,7460,에이프로젠메디신보통주,에이프로젠 MED,Aprogen Medicines,1995.7.8,KOSPI,주권,,보통주,500,199155230
KR7003060001,3060,에이프로젠제약보통주,에이프로젠제약,"Aprogen pharmaceuticals,Inc.",1984.10.19,KOSPI,주권,,보통주,500,398575767
KR7109960005,109960,에이프로젠헬스케어앤게임즈,에이프로젠 H&G,Aprogen Healthcare & Games Inc.,2009.11.13,KOSDAQ,주권,중견기업부,보통주,500,178695217
KR7244920005,244920,에이플러스에셋보통주,에이플러스에셋,A Plus Asset,2020.11.20,KOSPI,주권,,보통주,500,22607693
KR7265520007,265520,에이피시스템,AP시스템,Advanced Process Systems Corporation,2017.4.7,KOSDAQ,주권,우량기업부,보통주,500,15281421
KR7054620000,54620,에이피에스홀딩스,APS홀딩스,APS Holdings Corporation,2001.12.4,KOSDAQ,주권,중견기업부,보통주,500,20394221
KR7211270004,211270,에이피위성,AP위성,Asia Pacific Satellite Inc.,2016.3.4,KOSDAQ,주권,벤처기업부,보통주,500,15082304
KR7089970008,89970,에이피티씨,에이피티씨,APTC,2018.8.23,KOSDAQ,주권,우량기업부,보통주,100,23700595
KR7230240004,230240,에치에프알,에치에프알,"HFR, Inc.",2015.12.16,KOSDAQ,주권,중견기업부,보통주,500,12882020
KR7064510001,64510,에코마이스터,에코마이스터,"ECOMAISTER CO.,LTD",2018.3.15,KOSDAQ,주권,관리종목(소속부없음),보통주,500,8117010
KR7230360000,230360,에코마케팅,에코마케팅,"ECHOMARKETING Co.,Ltd.",2016.8.8,KOSDAQ,주권,벤처기업부,보통주,100,32733029
KR7038870002,38870,에코바이오홀딩스,에코바이오,"EcoBio Holdings Co., Ltd.",2001.5.29,KOSDAQ,주권,중견기업부,보통주,500,11610994
KR7128540002,128540,에코캡,에코캡,"ECOCAB CO., LTD.",2018.12.5,KOSDAQ,주권,벤처기업부,보통주,100,14558800
KR7086520004,86520,에코프로,에코프로,"ECOPRO CO., LTD",2007.7.20,KOSDAQ,주권,우량기업부,보통주,500,18701387
KR7247540008,247540,에코프로비엠,에코프로비엠,"ECOPRO BM CO., LTD.",2019.3.5,KOSDAQ,주권,우량기업부,보통주,500,21919466
KR7383310000,383310,에코프로에이치엔,에코프로에이치엔,"ECOPRO HN CO., LTD",2021.5.28,KOSDAQ,주권,중견기업부,보통주,500,15304932
KR7038110003,38110,에코플라스틱,에코플라스틱,ECOPLASTIC CORPORATION,2000.3.23,KOSDAQ,주권,중견기업부,보통주,500,25669370
KR7073540007,73540,에프알텍,에프알텍,"FRTEK CO., LTD.",2007.5.18,KOSDAQ,주권,벤처기업부,보통주,500,11400000
KR7064850001,64850,에프앤가이드,에프앤가이드,FnGuide Inc.,2020.12.17,KOSDAQ,주권,벤처기업부,보통주,500,12080000
KR7064090004,64090,에프앤리퍼블릭,에프앤리퍼블릭,"FN REPUBLIC Co., Ltd",2002.12.17,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,10989409
KR7214270001,214270,에프에스엔,FSN,FSN,2015.3.25,KOSDAQ,주권,중견기업부,보통주,500,26113710
KR7036810000,36810,에프에스티,에프에스티,FINE SEMITECH Corp.,2000.1.18,KOSDAQ,주권,우량기업부,보통주,500,21756789
KR7173940008,173940,에프엔씨엔터테인먼트,에프엔씨엔터,"FNC ENTERTAINMENT Co., Ltd.",2014.12.4,KOSDAQ,주권,중견기업부,보통주,500,14364880
KR7083500009,83500,에프엔에스테크,에프엔에스테크,"FNS TECH. Co.,Ltd.",2017.2.27,KOSDAQ,주권,벤처기업부,보통주,500,8385722
KR7054940002,54940,엑사이엔씨,엑사이엔씨,"EXA E&C, Inc",2001.12.13,KOSDAQ,주권,중견기업부,보통주,500,33173548
KR8840090003,950130,엑세스바이오,엑세스바이오,"Access Bio, Inc.",2013.5.30,KOSDAQ,주식예탁증권,외국기업(소속부없음),보통주,무액면,36315527
KR7205100001,205100,엑셈,엑셈,"EXEM CO., LTD.",2014.11.7,KOSDAQ,주권,벤처기업부,보통주,100,35132273
KR7070300009,70300,엑스큐어,엑스큐어,Xcure Corp.,2010.6.9,KOSDAQ,주권,벤처기업부,보통주,500,7366074
KR7092870005,92870,엑시콘,엑시콘,"Exicon Co., Ltd.",2015.10.22,KOSDAQ,주권,우량기업부,보통주,500,10476127
KR7317870004,317870,엔바이오니아,엔바이오니아,"Envioneer Co., Ltd.",2019.10.24,KOSDAQ,주권,기술성장기업부,보통주,500,7673055
KR7067570002,67570,엔브이에이치코리아,엔브이에이치코리아,NVH KOREA INC.,2013.12.3,KOSDAQ,주권,중견기업부,보통주,500,32824712
KR7236810008,236810,엔비티,엔비티,NBT INC.,2021.1.21,KOSDAQ,주권,기술성장기업부,보통주,100,8487713
KR7140610007,140610,엔솔바이오사이언스,엔솔바이오사이언스,Ensol Biosciences,2018.9.10,KONEX,주권,일반기업부,보통주,500,9604404
KR7333620003,333620,엔시스,엔시스,"Nsys Co., Ltd.",2021.4.1,KOSDAQ,주권,벤처기업부,보통주,100,10556344
KR7101400000,101400,엔시트론,엔시트론,"N CITRON, INC.",2009.3.31,KOSDAQ,주권,관리종목(소속부없음),보통주,500,32295909
KR7036570000,36570,엔씨소프트보통주,엔씨소프트,NCsoftCorporation,2003.5.22,KOSPI,주권,,보통주,500,21954022
KR7217820000,217820,엔에스,엔에스,"NS Co., Ltd",2015.12.7,KOSDAQ,주권,우량기업부,보통주,500,11513237
KR7138250006,138250,엔에스쇼핑보통주,엔에스쇼핑,"NS Shopping Co., Ltd",2015.3.27,KOSPI,주권,,보통주,500,33696000
KR7031860000,31860,엔에스엔,엔에스엔,"NSN Co., Ltd.",1997.1.7,KOSDAQ,주권,중견기업부,보통주,500,57693009
KR7238170005,238170,엔에스엠,엔에스엠,NSM,2019.12.26,KONEX,주권,일반기업부,보통주,500,20774684
KR7224760009,224760,엔에스컴퍼니,엔에스컴퍼니,NSCOMPANY,2015.7.31,KONEX,주권,일반기업부,보통주,500,3939700
KR7359090008,359090,엔에이치기업인수목적17호,엔에이치스팩17호,NH SPECIAL PURPOSE ACQUISITION 17 COMPANY,2020.9.23,KOSDAQ,주권,SPAC(소속부없음),보통주,100,7010000
KR7365590009,365590,엔에이치기업인수목적18호,엔에이치스팩18호,NH SPECIAL PURPOSE ACQUISITION 18 COMPANY,2020.12.21,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4600000
KR7380440008,380440,엔에이치기업인수목적19호보통주,엔에이치스팩19호,NH SPECIAL PURPOSE ACQUISITION 19 COMPANY,2021.5.21,KOSPI,주권,,보통주,100,51290000
KR7391060001,391060,엔에이치기업인수목적20호,엔에이치스팩20호,NH SPECIAL PURPOSE ACQUISITION 20 COMPANY,2021.10.5,KOSDAQ,주권,SPAC(소속부없음),보통주,100,25500000
KR7391710001,391710,엔에이치기업인수목적21호,엔에이치스팩21호,NH SPECIAL PURPOSE ACQUISITION 21 COMPANY,2021.10.15,KOSDAQ,주권,SPAC(소속부없음),보통주,100,7460000
KR7104200001,104200,엔에이치엔벅스,NHN벅스,NHN BUGS Corporation,2009.10.6,KOSDAQ,주권,중견기업부,보통주,500,14827550
KR7060250008,60250,엔에이치엔한국사이버결제,NHN한국사이버결제,NHN KCP Corp.,2002.1.8,KOSDAQ,주권,우량기업부,보통주,500,24502769
KR7005941000,5945,엔에이치투자증권1우선주,NH투자증권우,NH INVESTMENT & SECURITIES(1P),1988.9.13,KOSPI,주권,,구형우선주,5000,18870968
KR7005940002,5940,엔에이치투자증권보통주,NH투자증권,NH INVESTMENT & SECURITIES,1975.9.30,KOSPI,주권,,보통주,5000,297033887
KR7265740001,265740,엔에프씨,엔에프씨,NFC Corporation,2020.12.2,KOSDAQ,주권,벤처기업부,보통주,100,8931800
KR7053290003,53290,엔이능률,NE능률,"NE Neungyule, Inc.",2002.12.10,KOSDAQ,주권,중견기업부,보통주,500,16526307
KR7354200008,354200,엔젠바이오,엔젠바이오,"NGeneBio Co., Ltd.",2020.12.10,KOSDAQ,주권,기술성장기업부,보통주,1000,12425912
KR7093510006,93510,엔지브이아이,엔지브이아이,NGVI,2019.9.30,KONEX,주권,일반기업부,보통주,500,6020000
KR7208860007,208860,엔지스테크널러지,엔지스테크널러지,"EnGIS Technologies, Inc.",2016.7.28,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,11443863
KR7183490002,183490,엔지켐생명과학,엔지켐생명과학,ENZYCHEM LIFESCIENCES CORPORATION,2018.2.21,KOSDAQ,주권,기술성장기업부,보통주,500,8331345
KR7085310001,85310,엔케이 보통주,엔케이,NK,2008.1.24,KOSPI,주권,,보통주,500,79983352
KR7182400002,182400,엔케이맥스,엔케이맥스,"NKMAX Co., Ltd.",2015.10.23,KOSDAQ,주권,기술성장기업부,보통주,500,36934829
KR7009810003,9810,엔케이물산보통주,엔케이물산,NK MULSAN,1988.8.31,KOSPI,주권,,보통주,100,80617066
KR7348370008,348370,엔켐,엔켐,"Enchem Co., Ltd.",2021.11.1,KOSDAQ,주권,벤처기업부,보통주,500,15107973
KR7069410009,69410,엔텔스,엔텔스,"nTels Co., Ltd.",2007.6.20,KOSDAQ,주권,벤처기업부,보통주,500,10244824
KR7227950003,227950,엔투텍,엔투텍,"N2TECH CO.,LTD",2015.11.18,KOSDAQ,주권,중견기업부,보통주,100,71561429
KR7291230001,291230,엔피,엔피,NP,2018.9.13,KOSDAQ,주권,중견기업부,보통주,100,39999808
KR7198080004,198080,엔피디,엔피디,"NPD Co.,Ltd.",2020.3.16,KOSDAQ,주권,우량기업부,보통주,500,21535185
KR7048830004,48830,엔피케이,엔피케이,"NPK CO., LTD",2000.10.12,KOSDAQ,주권,중견기업부,보통주,500,18723923
KR7096870001,96870,엘디티,엘디티,LDT Inc.,2008.5.2,KOSDAQ,주권,벤처기업부,보통주,500,6678400
KR7276240009,276240,엘리비젼,엘리비젼,Elivision,2018.7.5,KONEX,주권,일반기업부,보통주,500,6674400
KYG5307W1015,900140,엘브이엠씨홀딩스보통주,엘브이엠씨홀딩스,LVMC Holdings,2010.11.30,KOSPI,외국주권,,보통주,0.25,99455297
KR7376190005,376190,엘비루셈,엘비루셈,"LB Lusem Co., Ltd.",2021.6.11,KOSDAQ,주권,중견기업부,보통주,500,24600000
KR7061970000,61970,엘비세미콘,엘비세미콘,"LB SEMICON CO., LTD.",2011.1.31,KOSDAQ,주권,우량기업부,보통주,500,43784592
KR7138690003,138690,엘아이에스,엘아이에스,"LIS Co., Ltd.",2011.6.2,KOSDAQ,주권,중견기업부,보통주,500,17124591
KR7290650001,290650,엘앤씨바이오,엘앤씨바이오,L&C BIO,2018.11.1,KOSDAQ,주권,벤처기업부,보통주,500,22684891
KR7066970005,66970,엘앤에프,엘앤에프,"L&F CO., LTD",2003.1.2,KOSDAQ,주권,중견기업부,보통주,500,34810264
KR7156100000,156100,엘앤케이바이오메드,엘앤케이바이오,"L&K BIOMED CO., LTD.",2016.11.30,KOSDAQ,주권,중견기업부,보통주,500,13392743
KR7229640008,229640,엘에스전선아시아보통주,LS전선아시아,LS C&S ASIA,2016.9.22,KOSPI,주권,,보통주,500,30624879
KR7311060008,311060,엘에이티,엘에이티,LAT,2018.12.28,KONEX,주권,일반기업부,보통주,500,2554510
KR7108320003,108320,엘엑스세미콘,LX세미콘,LX Semicon,2010.6.8,KOSDAQ,주권,우량기업부,보통주,500,16264300
KR7108671009,108675,엘엑스하우시스1우선주,LX하우시스우,"LX HAUSYS, LTD.(1P)",2009.4.20,KOSPI,주권,,구형우선주,5000,1032330
KR7108670001,108670,엘엑스하우시스보통주,LX하우시스,"LX HAUSYS, LTD.",2009.4.20,KOSPI,주권,,보통주,5000,8967670
KR738380K012,38380K,엘엑스홀딩스1우선주,LX홀딩스1우,LX HOLDINGS(1P),2021.5.27,KOSPI,주권,,종류주권,1000,1465285
KR7383800000,383800,엘엑스홀딩스보통주,LX홀딩스,LX HOLDINGS,2021.5.27,KOSPI,주권,,보통주,1000,76280690
KR7073110009,73110,엘엠에스,엘엠에스,"LMS Co.,Ltd.",2007.10.12,KOSDAQ,주권,벤처기업부,보통주,500,8895755
KR7083310003,83310,엘오티베큠,엘오티베큠,"LOT Vacuum. Co., Ltd.",2005.10.5,KOSDAQ,주권,우량기업부,보통주,500,17810033
KR7037560000,37560,엘지헬로비전보통주,LG헬로비전,LG HelloVision,2012.11.9,KOSPI,주권,,보통주,2500,77446865
KR7037950003,37950,엘컴텍,엘컴텍,"ELCOMTEC CO.,LTD",2000.8.24,KOSDAQ,주권,중견기업부,보통주,500,84447519
KR7170920003,170920,엘티씨,엘티씨,"LTC Co., LTD.",2013.10.8,KOSDAQ,주권,벤처기업부,보통주,500,8019363
KR7058630005,58630,엠게임,엠게임,Mgame Corp.,2008.12.19,KOSDAQ,주권,벤처기업부,보통주,500,19543877
KR7058970005,58970,엠로,엠로,"EMRO., Incorporated",2021.8.13,KOSDAQ,주권,기술성장기업부,보통주,500,5426060
KR7019590009,19590,엠벤처투자,엠벤처투자,"M-VENTURE INVESTMENT, INC.",1989.3.14,KOSDAQ,주권,중견기업부,보통주,500,69602861
KR7097520001,97520,엠씨넥스보통주,엠씨넥스,"MCNEX Co.,Ltd.",2021.7.6,KOSPI,주권,,보통주,500,17967282
KR7179290002,179290,엠아이텍,엠아이텍,"MITECH CO., LTD.",2018.11.29,KOSDAQ,주권,중견기업부,보통주,500,31461018
KR7225860006,225860,엠앤씨생명과학,엠앤씨생명과학,M&C Life Science,2017.4.25,KONEX,주권,일반기업부,보통주,100,17037138
KR7009780008,9780,엠에스씨,엠에스씨,MSC,1993.10.12,KOSDAQ,주권,우량기업부,보통주,500,17600000
KR7123040008,123040,엠에스오토텍,엠에스오토텍,"MS AUTOTECH COMPANY, LIMITED",2010.8.6,KOSDAQ,주권,중견기업부,보통주,500,35654087
KR7323230003,323230,엠에프엠코리아,엠에프엠코리아,"MFM KOREA Co., Ltd.",2019.6.19,KOSDAQ,주권,중견기업부,보통주,100,20271660
KR7032790008,32790,엠젠플러스,엠젠플러스,"MGENPLUS CO., LTD.",1997.6.26,KOSDAQ,주권,관리종목(소속부없음),보통주,500,29534345
KR7033160003,33160,엠케이전자,엠케이전자,MKElectron,1997.11.10,KOSDAQ,주권,우량기업부,보통주,500,21807689
KR7347890006,347890,엠투아이코퍼레이션,엠투아이,M2I CORPORATION,2020.7.29,KOSDAQ,주권,벤처기업부,보통주,100,16798204
KR7033310004,33310,엠투엔,엠투엔,"M2N Co.,Ltd",1997.11.10,KOSDAQ,주권,중견기업부,보통주,500,40342231
KR7259630002,259630,엠플러스,엠플러스,mPlus Corp,2017.9.20,KOSDAQ,주권,우량기업부,보통주,500,11402436
KR7065150005,65150,엠피대산,엠피대산,MPDAESAN Inc,2007.7.18,KOSDAQ,주권,관리종목(소속부없음),보통주,100,125282405
KR7115960007,115960,연우,연우,"YONWOO CO., LTD",2015.11.2,KOSDAQ,주권,우량기업부,보통주,500,12398000
KR7090740002,90740,연이비앤티,연이비앤티,YOUNYI B&T Inc.,2007.9.19,KOSDAQ,주권,관리종목(소속부없음),보통주,500,19126082
KR7060850005,60850,영림원소프트랩,영림원소프트랩,"YoungLimWon SoftLab. Co., Ltd.",2020.8.12,KOSDAQ,주권,벤처기업부,보통주,500,8131000
KR7014440002,14440,영보화학보통주,영보화학,YoungboChemical,1997.8.27,KOSPI,주권,,보통주,500,20000000
KR7007530009,7530,영신금속공업,영신금속,YoungsinMetalIndustrial,1994.8.5,KOSDAQ,주권,중견기업부,보통주,500,19174452
KR7143540003,143540,영우디에스피,영우디에스피,"YoungWoo DSP Co.,Ltd.",2014.10.29,KOSDAQ,주권,벤처기업부,보통주,500,44599895
KR7111770004,111770,영원무역보통주,영원무역,Youngone Corporation,2009.7.30,KOSPI,주권,,보통주,500,44311468
KR7009970005,9970,영원무역홀딩스보통주,영원무역홀딩스,YoungoneHoldings,1988.11.7,KOSPI,주권,,보통주,500,13635592
KR7003520004,3520,영진약품보통주,영진약품,YUNGJIN PHARM,1973.6.25,KOSPI,주권,,보통주,500,182892731
KR7000670000,670,영풍보통주,영풍,Youngpoong,1976.6.12,KOSPI,주권,,보통주,5000,1842040
KR7036560001,36560,영풍정밀,영풍정밀,YOUNG POONG PRECISION CORPORATION,1999.12.28,KOSDAQ,주권,우량기업부,보통주,500,15750000
KR7006740005,6740,영풍제지보통주,영풍제지,YoungpoongPaperMfg,1996.7.3,KOSPI,주권,,보통주,500,22200000
KR7012280004,12280,영화금속보통주,영화금속,YeonghwaMetal,1990.1.25,KOSPI,주권,,보통주,500,53394505
KR7265560003,265560,영화테크,영화테크,"Younghwa Tech Co., Ltd.",2017.10.26,KOSDAQ,주권,벤처기업부,보통주,500,10690180
KR7012160008,12160,영흥보통주,영흥,YOUNGWIRE,2010.1.25,KOSPI,주권,,보통주,500,101310372
KR7036000008,36000,예림당,예림당,"YeaRimDang Publishing Co., Ltd.",1999.11.30,KOSDAQ,주권,중견기업부,보통주,500,23034277
KR7250930005,250930,예선테크,예선테크,"YeSUN Tech Co., Ltd.",2016.9.29,KOSDAQ,주권,벤처기업부,보통주,100,33000440
KR7053280004,53280,예스이십사,예스24,"YES24 Co.,Ltd",2008.5.7,KOSDAQ,주권,중견기업부,보통주,500,25000000
KR7015360001,15360,예스코홀딩스보통주,예스코홀딩스,Yesco Holdings,1996.12.24,KOSPI,주권,,보통주,5000,6000000
KR7122640006,122640,예스티,예스티,"YEST Co.,Ltd.",2015.12.16,KOSDAQ,주권,벤처기업부,보통주,500,17291129
HK0000312568,900300,오가닉티코스메틱스홀딩스컴퍼니리미티드,오가닉티코스메틱,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,2016.11.4,KOSDAQ,외국주권,외국기업(소속부없음),보통주,무액면,98948289
KR7045060001,45060,오공,오공,OKONG Corporation,2000.8.10,KOSDAQ,주권,우량기업부,보통주,500,16941974
KR7080520000,80520,오디텍,오디텍,ODTech,2007.10.8,KOSDAQ,주권,벤처기업부,보통주,500,11746609
KR7007310006,7310,오뚜기보통주,오뚜기,Ottogi,1994.8.12,KOSPI,주권,,보통주,5000,3671981
KR7039830005,39830,오로라월드,오로라,AURORA WORLD Corporation,2001.1.3,KOSDAQ,주권,우량기업부,보통주,500,10762890
KR7322310004,322310,오로스테크놀로지,오로스테크놀로지,"AUROS TECHNOLOGY, INC.",2021.2.24,KOSDAQ,주권,벤처기업부,보통주,500,9366542
KR7046120002,46120,오르비텍,오르비텍,"Orbitech Co., Ltd.",2010.6.15,KOSDAQ,주권,중견기업부,보통주,500,24968430
KR7014940001,14940,오리엔탈정공,오리엔탈정공,"ORIENTAL PRECISION & ENGINEERING CO.,LTD",2001.12.26,KOSDAQ,주권,우량기업부,보통주,500,45573661
KR7002630002,2630,오리엔트바이오보통주,오리엔트바이오,ORIENTBIO,1976.12.28,KOSPI,주권,,보통주,500,118583005
KR7065500001,65500,오리엔트정공,오리엔트정공,Orient Precision Industries Inc.,2002.9.19,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,117214562
KR7271560005,271560,오리온보통주,오리온,ORION,2017.7.7,KOSPI,주권,,보통주,500,39536132
KR7001800002,1800,오리온홀딩스보통주,오리온홀딩스,ORION Holdings,1975.6.27,KOSPI,주권,,보통주,500,62645422
KR7010470003,10470,오리콤,오리콤,ORICOM Inc.,2000.10.24,KOSDAQ,주권,우량기업부,보통주,1000,11975050
KR7352910004,352910,오비고,오비고,Obigo Inc.,2021.7.13,KOSDAQ,주권,기술성장기업부,보통주,500,11444824
KR7053980009,53980,오상자이엘,오상자이엘,"OSANGJAIEL Co., Ltd",2002.4.9,KOSDAQ,주권,중견기업부,보통주,500,17747882
KR7052420007,52420,오성첨단소재,오성첨단소재,"OSUNG ADVANCED MATERIALS CO., LTD.",2001.8.7,KOSDAQ,주권,우량기업부,보통주,500,72167316
KR7241790005,241790,오션브릿지,오션브릿지,"OCEANBRIDGE CO., LTD",2016.12.1,KOSDAQ,주권,우량기업부,보통주,500,10002634
KR7329020002,329020,오션스톤,오션스톤,Ocean Stone,2020.5.7,KONEX,주권,일반기업부,보통주,500,800000
KR7039200001,39200,오스코텍,오스코텍,OSCOTEC Inc.,2007.1.17,KOSDAQ,주권,벤처기업부,보통주,500,30206525
KR7031510001,31510,오스템,오스템,"AUSTEM CO.,LTD",1997.2.12,KOSDAQ,주권,중견기업부,보통주,500,28000000
KR7048260004,48260,오스템임플란트,오스템임플란트,"OSSTEM IMPLANT.CO.,Ltd",2007.2.7,KOSDAQ,주권,우량기업부,보통주,500,14285717
KR7138080007,138080,오이솔루션,오이솔루션,"OE Solutions Co., Ltd.",2014.2.27,KOSDAQ,주권,우량기업부,보통주,500,10624095
KR7080580004,80580,오킨스전자,오킨스전자,"OKins Electronics Co.,Ltd.",2014.12.24,KOSDAQ,주권,벤처기업부,보통주,500,17679298
KR7067170001,67170,오텍,오텍,Autech Corporation,2003.11.14,KOSDAQ,주권,우량기업부,보통주,500,15391605
KR7173130006,173130,오파스넷,오파스넷,"OPASNET co., Ltd",2018.8.24,KOSDAQ,주권,중견기업부,보통주,500,11860430
KR7049480007,49480,오픈베이스,오픈베이스,"Openbase, Inc.",2001.1.9,KOSDAQ,주권,중견기업부,보통주,500,31422383
KR7309930006,309930,오하임아이엔티,오하임아이엔티,"OHEIM INT Co.,Ltd.",2018.12.20,KOSDAQ,주권,중견기업부,보통주,100,20507691
KR7078590007,78590,온코퀘스트파마슈티컬,OQP,OncoQuest Pharmaceuticals Inc.,2005.10.27,KOSDAQ,주권,관리종목(소속부없음),보통주,200,83006958
KR7244460002,244460,올리패스,올리패스,OLIPASS Corporation,2019.9.20,KOSDAQ,주권,기술성장기업부,보통주,500,25826572
KR7226950004,226950,올릭스,올릭스,"Olix Pharmaceuticals, Inc.",2018.7.18,KOSDAQ,주권,기술성장기업부,보통주,500,13703160
KR7057540007,57540,옴니시스템,옴니시스템,"Omnisystem Co., Ltd",2007.9.19,KOSDAQ,주권,우량기업부,보통주,500,46449355
KR7082210006,82210,옵트론텍,옵트론텍,OPTRONTEC Inc.,2005.6.24,KOSDAQ,주권,중견기업부,보통주,500,24383997
KR7109080002,109080,옵티시스,옵티시스,"OPTICIS CO., LTD.",2011.7.12,KOSDAQ,주권,벤처기업부,보통주,500,5636000
KR7153710009,153710,옵티팜,옵티팜,"Optipharm. CO., LTD",2018.10.26,KOSDAQ,주권,기술성장기업부,보통주,500,14589458
KR7051390003,51390,와이더블유,YW,YW COMPANY LIMITED,2001.11.15,KOSDAQ,주권,중견기업부,보통주,500,11355368
KR7321820003,321820,와이더플래닛,와이더플래닛,Wider Planet Inc.,2021.2.3,KOSDAQ,주권,기술성장기업부,보통주,500,6897482
KR7057030009,57030,와이비엠넷,YBM넷,"YBM NET, Inc.",2004.6.8,KOSDAQ,주권,중견기업부,보통주,500,16312697
KR7122990005,122990,와이솔,와이솔,"WiSoL CO., LTD.",2010.9.10,KOSDAQ,주권,우량기업부,보통주,500,28186941
KR7232140004,232140,와이아이케이,와이아이케이,YIK Corporation,2015.12.24,KOSDAQ,주권,우량기업부,보통주,100,82045350
KR7065530008,65530,와이어블,와이어블,Wiable,2002.6.4,KOSDAQ,주권,중견기업부,보통주,500,52860000
KR7067900001,67900,와이엔텍,와이엔텍,"Y-ENTEC CO.,LTD.",2005.12.23,KOSDAQ,주권,우량기업부,보통주,500,18199659
KR7155650005,155650,와이엠씨,와이엠씨,"YMC Co., Ltd.",2012.11.15,KOSDAQ,주권,우량기업부,보통주,500,19974358
KR7273640003,273640,와이엠텍,와이엠텍,"YM Tech Co., Ltd.",2021.9.10,KOSDAQ,주권,벤처기업부,보통주,500,5483000
